Year,Month,Date Event Begin,Time Event Begin,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2018,March,03/24/2018,22:30,03/26/2018,20:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81227
2018,March,03/26/2018,03:05,03/26/2018,03:35,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2018,March,03/28/2018,15:00,03/28/2018,16:00,Washington: Walla Walla County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,12,1185
2018,April,04/03/2018,11:15,04/03/2018,11:30,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2018,April,04/04/2018,16:42,04/07/2018,06:22,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72896
2018,April,04/05/2018,00:50,04/05/2018,16:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932
2018,April,04/09/2018,10:07,04/09/2018,16:00,Washington: Walla Walla County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2018,April,04/09/2018,12:16,04/09/2018,13:52,Utah: Salt Lake County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,806,57000
2018,April,04/09/2018,11:16,Unknown,Unknown,Utah:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,300,250000
2018,April,04/09/2018,23:10,04/10/2018,06:47,Florida: Palm Beach County;,FRCC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Sabotage,55,27000
2018,April,04/14/2018,09:30,04/14/2018,10:00,Louisiana: Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56350
2018,April,04/15/2018,07:30,04/18/2018,07:30,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,389591
2018,April,04/15/2018,17:14,04/15/2018,23:25,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,78100
2018,May,05/02/2018,14:52,05/02/2018,16:14,North Carolina:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2018,May,05/04/2018,14:00,05/05/2018,09:30,"Michigan: Calhoun County, Genesee County, Ingham County, Kent County, Macomb County, Midland County, Saginaw County, Gratiot County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
2018,May,05/04/2018,12:00,05/06/2018,13:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,300000
2018,May,05/04/2018,20:10,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,106150
2018,May,05/04/2018,23:10,05/05/2018,00:40,New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56000
2018,May,05/05/2018,04:30,05/05/2018,15:30,Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,31900
2018,May,05/07/2018,10:30,05/07/2018,10:36,New York: Tompkins County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspected Physical Attack,0,0
2018,May,05/08/2018,16:00,05/08/2018,16:01,Utah: Washington County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
2018,May,05/14/2018,19:08,Unknown,Unknown,Virginia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000
2018,May,05/15/2018,14:50,Unknown,Unknown,"Pennsylvania: Lehigh County, Schuylkill County, Cumberland County, Lancaster County, Northampton County, Berks County, Clinton County, Susquehanna County, Bucks County, Carbon County, Chester County, Columbia County, Juniata County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,114000
2018,May,05/15/2018,16:00,Unknown,Unknown,"New York: Dutchess County, Ulster County, Orange County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72000
2018,May,05/15/2018,17:25,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82372
2018,May,05/15/2018,18:14,05/15/2018,19:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52872
2018,May,05/15/2018,18:35,05/18/2018,15:57,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000
2018,May,05/15/2018,15:00,05/18/2018,13:48,Massachusetts:,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2018,May,05/15/2018,17:15,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,49999
2018,May,05/17/2018,01:11,Unknown,Unknown,California: Contra Costa County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,70,70000
2018,May,05/17/2018,01:11,05/18/2018,00:38,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Disruption,124,70000
2018,May,05/26/2018,18:40,05/27/2018,23:50,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,163932
2018,June,06/02/2018,05:00,06/02/2018,11:00,"Missouri: Jackson County, Clay County, Platte County, Andrew County; Kansas: Johnson County;",SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103535
2018,June,06/04/2018,08:50,06/04/2018,14:00,Florida: Alachua County;,FRCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2018,June,06/09/2018,09:54,06/09/2018,12:12,Georgia:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more,System Operations,0,0
2018,June,06/10/2018,14:25,06/11/2018,05:58,Kentucky:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more,System Operations,Unknown,Unknown
2018,June,06/12/2018,16:15,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2018,June,06/12/2018,15:00,06/12/2018,15:15,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2018,June,06/18/2018,18:20,06/19/2018,00:15,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927
2018,June,06/20/2018,22:58,06/21/2018,06:05,Florida: Palm Beach County;,FRCC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system,Transmission Interruption,73,27000
2018,June,06/22/2018,14:38,Unknown,Unknown,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,Severe Weather,10000,4200000
2018,June,06/27/2018,14:30,06/27/2018,14:33,New York: New York County;,NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center",Suspicious Activity,0,0
2018,June,06/28/2018,18:36,07/01/2018,07:00,Missouri: Illinois:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000
2018,June,06/28/2018,14:50,06/29/2018,09:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,160,48109
2018,June,06/29/2018,07:35,06/29/2018,09:30,Minnesota: St. Louis County;,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,350,Unknown
2018,June,06/29/2018,03:38,Unknown,Unknown,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more,System Operations,Unknown,Unknown
2018,June,06/30/2018,12:30,06/30/2018,12:31,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2018,June,06/30/2018,10:45,06/30/2018,11:28,"Texas: Travis County, Williamson County;",TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more,System Operations,0,0
2018,July,07/04/2018,22:00,07/04/2018,22:30,Colorado: Pueblo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,5058
2018,July,07/04/2018,17:54,07/04/2018,19:20,Tennessee:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2018,July,07/09/2018,13:10,07/09/2018,14:45,"California: Merced County, Kern County; Nevada: Clark County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2018,July,07/11/2018,15:40,07/11/2018,16:00,Tennessee:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Transmission Interruption,425,26195
2018,July,07/11/2018,00:58,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
2018,July,07/14/2018,10:20,Unknown,Unknown,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown
2018,July,07/16/2018,05:15,Unknown,Unknown,California: Merced County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
2018,July,07/18/2018,17:28,07/18/2018,17:31,Oregon:,WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Severe Weather/Transmission Interruption,Unknown,Unknown
2018,July,07/18/2018,04:00,Unknown,Unknown,California: Fresno County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
2018,July,07/19/2018,20:25,Unknown,Unknown,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown
2018,July,07/19/2018,12:38,07/19/2018,13:22,Louisiana: Rapides Parish;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2018,July,07/20/2018,12:46,07/20/2018,13:30,Maine: Hancock County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",System Operations,0,0
